,index,id,product_uid,product_title,search_term,relevance,product_uid.1,product_description,attributes,NumOfWordsInSearchTerm,NumOfCharsInSearchTerm,NumOfWordsInTitle,NumOfCharsInTitle,NumOfWordsInProdDescrip,NumOfCharsInProdDescrip,NumOfCharsInBrand,SearchAndTitleMatch,SearchAndTitleNAdjMatch,SearchAndDescriptionMatch,SearchAndDescriptionNAdjMatch,SearchAndProductBrandMatch,SearchAndProductBulletsMatch,SearchAndProductSizeMatch,SearchAndProductWeightMatch,SearchAndProductSizeInRange,SearchAndProductWeightInRange,SearchAndProductLastWordMatch,SearchAndProductLastWordNAdjMatch,RatioOfDescripToSearch,RatioOfTitleToSearch
69,42751,130087,145475,Wilsonart 48 in. x 96 in. Laminate Sheet in Frosty White Matte,48 x 96,3.0,145475,,"[('Antimicrobial', 'Yes'), ('Bullet01', 'Best value in surfacing, Wilsonart laminate offers design, performance and durability at a price for any budget'), ('Bullet02', ""Wilsonart laminate exceeds the industry's highest standards for indoor air quality, with GREENGUARD certification on all laminate types""), ('Bullet03', 'Wilsonart laminate contains a minimum of 20% post-consumer recycled content, the highest percentage of post-consumer recycled content in the industry'), ('Bullet04', 'Please review actual sample before ordering as the pattern/color shown is a printed reproduction'), ('Color', 'Solid white'), ('Color Family', 'White'), ('Color/Finish', 'Solid white'), ('High Temperature Resistance', 'Warranty does not cover exposure to extreme temperatures.'), ('Kitchen Product Type', 'Laminate Sheets for Countertops'), ('Laminate Style', 'Solids'), ('Material', 'Laminate'), ('MFG Brand Name', 'Wilsonart'), ('Product Depth (in.)', '96'), ('Product Height (in.)', '0.039'), ('Product Length (in.)', '96'), ('Product Thickness (in.)', '0.039 in'), ('Product Width (in.)', '48'), ('Scratch Resistant', 'No'), ('Stain Resistant', 'Yes')]",3,7,12,62,1,3,9,3,0,0,0,0,0,False,False,True,False,0,0,0,4
70,44125,134126,147526,Atlantic Tilting Steel Wall Mount Kit for 37 in. to 70 in. Flat Panel TVs - Black,sonax 32'-65' wall tv mount,2.67,147526,,"[('Bullet01', ""Mount TV's up to 132 lbs.""), ('Bullet02', 'Solid, heavy gauge steel construction with durable black coated finish'), ('Bullet03', 'Tilts up 5 degrees and down 15 degrees'), ('Bullet04', 'VESA mounting standard: 800 mm x 400 mm hole patterns'), ('Bullet05', '6 outlet power strip with swivel covers and surge/coax protection - rated at 15 Amp, 120 VAC, 60 Hz, 1800 Watts - UL listed'), ('Bullet06', '6 ft. and 9 ft. 3D/Ethernet HDMI cable with double molding'), ('Bullet07', '2 Cable straps'), ('Bullet08', '6.8 oz. screen cleaning spray and 8 in. microfiber, cleaning cloth'), ('Bullet09', 'Mounting hardware included'), ('Color', 'Black'), ('Color Family', 'Black'), ('Electronics Features', 'Assembly required,Tiltable'), ('Electronics Included Components', 'Hardware'), ('Material', 'Metal'), ('Maximum Television Size (In.)', '70'), ('MFG Brand Name', 'Atlantic'), ('Minimum Size of Television (In.)', '37'), ('Mount Type', 'Tilt TV Mount'), ('Product Depth (in.)', '2.65'), ('Product Height (in.)', '17'), ('Product Width (in.)', '33.38'), ('VESA Standard', '400mm x 400mm, 800mm x 400mm'), ('Weight Capacity (lb.)', '132')]",5,27,17,81,1,3,8,3,2,0,0,0,3,False,False,True,False,0,0,0,3
71,44705,135928,148431,Henry 554 Level Pro 1-qt. Underlayment Primer,concrete floor leveler,2.33,148431,,"[('Bullet01', 'Dries in 3 hours'), ('Bullet02', 'Covers up to 150 sq. ft.'), ('Bullet03', 'Latex emulsion'), ('Bullet04', 'Solvent free'), ('Color Family', 'Reds / Pinks'), ('Commercial / Residential', 'Commercial / Residential'), ('Container size (qt.)', '1'), ('Dry time (hours)', '3'), ('Flooring Product Type', 'Primer'), ('Indoor/Outdoor', 'Indoor'), ('Maximum coverage area (sq. ft.)', '150'), ('MFG Brand Name', 'Henry'), ('Product Weight (lb.)', '2.25'), ('Product Width (in.)', '3.36'), ('Use with', 'Vinyl')]",3,22,7,45,1,3,5,1,1,0,0,0,0,False,False,False,False,0,0,0,2
72,44948,136631,148809,Simpson Strong-Tie 4 in. x 6 in. Concealed Face Mount Joist Hanger,simpson joist hanger,3.0,148809,,[],3,20,12,66,1,3,0,3,3,0,0,0,0,False,False,False,False,1,1,0,4
73,45679,138771,149950,"QCA Spas Sicily 2-Person Plug and Play 16-Stainless Steel Jet Spa with Ozonator, LED Light, Polar Insulation and Hard Cover",hot tub lights,1.33,149950,,"[('Amperage (amps)', '15'), ('Bullet01', 'Spa shells are manufactured from Lucite-Xtra acrylic with an ABS base layer for strength'), ('Bullet02', 'Weather Guard maintenance-free gray cabinet made with synthetic polystyrene gives the impression of real wood without the hassle'), ('Bullet03', 'Plugs into any 120 Volt/15 Amp outlet with the included, built in 15 ft. GFCI protected cord'), ('Bullet04', '1.5 HP Pump with 16 Stainless Steel Jets'), ('Bullet05', '1 KW Heater, can be converted to a 4 KW Heater and 240 Volts/15 Amps by a certified electrician'), ('Bullet06', 'Energy Efficient: Far exceeds the California Energy Compliance mandate'), ('Bullet07', 'Electronic topside control panel that adjusts pump speed and temperature'), ('Bullet08', 'Includes the Dura-Bond three-layer shell strengthening process that combines Lucite-Xtra Acrylic, ABS, and a rigid high density material reinforced with a fibrous chop, yielding superior spa shell strength'), ('Bullet09', 'Free Hot Tub Package includes insulated hard cover, polar cabinet insulation, an ozone water sanitation system, and a multi-color LED light ($1,227 total value)'), ('Bullet10', 'Includes a weather resistant, rigid, insulated, lockable hard cover'), ('Bullet11', 'Shipping information: Special Order hot tubs ship in 21 business days after order confirmation; please allow an additional 7-10 business days for standard ground shipping'), ('Bullet12', 'All hot tubs are delivered curbside by common carrier; the driver will unload your hot tub and place it on a hard surface next to a public street or highway. Be sure to inspect your hot tub carefully and note any damage on the bill of lading; the driver is not authorized to move your hot tub to the backyard or place it inside your home'), ('Bullet13', 'Warranty: One year warranty on hot tub shell, plumbing, pumps and hot tub electrical equipment; 90 days labor; See warranty performance guide for complete warranty details (optional extended warranty plans are available on homedepot.com)'), ('Cabinet Color Family', 'Gray'), ('Hot Tub Features', 'Adjustable Jets,Air Flow Control System,Built-in Lighting,Energy Efficient,Weather Rated'), ('Hot Tub Included Components', 'Cover,Filter Unit'), ('Interior depth (in.)', '26'), ('Interior Length', '73'), ('Interior width (in.)', '32'), ('Liner Material', 'Other'), ('Maximum Occupancy', '2'), ('MFG Brand Name', 'QCA Spas'), ('Number of Jets', '16'), ('Outdoor Living Product Type', 'Hot Tub'), ('Outer material', 'Other'), ('Product Depth (in.)', '29'), ('Product Height (in.)', '29'), ('Product Length (in.)', '91'), ('Product Weight (lb.)', '214'), ('Product Width (in.)', '42'), ('Shape', 'Oval'), ('Shell Color', 'Silver Marble'), ('Water capacity (gallons)', '190')]",3,14,20,123,1,3,8,0,1,0,0,0,9,False,False,False,False,0,0,0,6
74,45716,138891,150011,GE 60-Watt Incandescent A15 Ceiling Fan Candelabra Base Soft White Light Bulb (2-Pack),60  ceiling fan,1.67,150011,,"[('Actual Color Temperature (K)', '2500'), ('Average Life (hours)', '1500'), ('Bulb Diameter (In.)', '1.88'), ('Bulb Finish', 'Soft'), ('Bulb Shape', 'A-Line'), ('Bulb Type', 'Household'), ('Bullet01', 'Brightness: 650 Lumens'), ('Bullet02', 'Estimated yearly energy cost: $7.23 (based on 3 hours/day, 11\xc2\xa2/kWh. cost depends on rates and use)'), ('Bullet03', 'Life: 1.4 years (based on 3 hours/day)'), ('Bullet04', 'Light appearance: 2500K (soft white)'), ('Bullet05', 'Energy used: 60-Watt'), ('Bullet06', 'Lumens per Watt: 10.8'), ('Bullet07', 'Multi-use bulb is ideal for use in ceiling fan and other light fixtures with candelabra base sockets'), ('Bullet20', 'Note: product may vary by store'), ('Color Temperature', 'Soft White'), ('ENERGY STAR Certified', 'No'), ('Indoor/Outdoor', 'Indoor'), ('Light Bulb Base Code', 'Candelabra'), ('Light Bulb Base Type', 'Candelabra'), ('Light Bulb Features', 'Dimmable'), ('Light Bulb Shape Code', 'A15'), ('Light Color', 'Soft White'), ('Light Output (lumens)', '440'), ('Lighting Technology', 'Incandescent'), ('MFG Brand Name', 'GE'), ('Number in Package', '2'), ('Product Depth (in.)', '4.25'), ('Product Height (in.)', '3.5'), ('Product Width (in.)', '2'), ('Specialty Bulb Type', 'Household / General Purpose'), ('Wattage (watts)', '60')]",3,15,13,86,1,3,2,2,2,0,0,0,2,False,False,False,False,0,0,0,4
75,47584,144482,153008,Husky 28-Drawer Small Parts Organizer,28 quart storage bin with wheels,2.0,153008,,"[('Adjustable Compartments', 'No'), ('Bullet01', 'Heavy duty body'), ('Bullet02', 'Hardened clear view doors'), ('Bullet03', '28 removable bins'), ('Bullet04', 'Wall mountable'), ('Color Family', 'Black'), ('Color/Finish', 'Black'), ('Handle', 'No'), ('Material', 'Resin'), ('MFG Brand Name', 'Husky'), ('Number of compartments', '28'), ('Product Depth (in.)', '16'), ('Product Height (in.)', '18.25'), ('Product Width (in.)', '6.6'), ('Tool Storage Product Type', 'Small Parts Organizer'), ('Tools Product Type', 'Tool Storage')]",6,32,5,37,1,3,5,0,0,0,0,0,2,False,False,False,False,0,0,0,0
76,50480,153265,157914,Rheem EcoSense 8.4 GPM Liquid Propane Gas High Efficiency Indoor Tankless Gas Water Heater,instant  waater heater gas lp,2.67,157914,,"[('Automatic Shut-off', 'No'), ('Bullet01', 'Schedule 40 PVC for easier venting installation'), ('Bullet02', 'A 8.4 GPM tankless water heater at a 35\xc2\xb0 temperature rise can provide enough hot water to supply a 2 to 3 bathroom home'), ('Bullet03', 'Tankless gas water heaters heat water on demand, saving energy compared to many standard gas tank-type water heaters'), ('Bullet04', '12-year limited warranty on heat exchanger and 5-year limited warranty on parts'), ('Bullet05', '0.92 energy factor meets or exceeds minimum energy efficiency standards'), ('Bullet06', 'Remote digital display shows precise temperature setting and maintenance codes'), ('Bullet07', 'ENERGY STAR qualified to meet or exceed federal guidelines for energy efficiency'), ('Bullet08', 'Ability to link two like units together for high demand applications with the EZ-link cable (sold separately)'), ('Bullet09', 'Horizontal 3 in. vent termination kit SP20286 included with unit'), ('Bullet10', 'Up to 94% efficient - lowest operating cost'), ('Certifications and Listings', '1-UL Listed,CSA Listed'), ('ENERGY STAR Certified', 'Yes'), ('Finish Family', 'Gray'), ('Flow Rate @ 35 F Rise (gallons/min)', '8.4'), ('Flow Rate @ 45 F Rise (gallons/min)', '6.6'), ('Flow Rate @ 55 F Rise (gallons/min)', '5.3'), ('Flow Rate @ 65 F Rise (gallons/min)', '4.4'), ('Fuel Type', 'Gas'), ('Gas Connection Size', '0.75'), ('Gas Product Type', 'Commercial & Residential'), ('Gas Type', 'Liquid Propane'), ('Indoor/Outdoor', 'Indoor'), ('Maximum Temperature  (F)', '140'), ('MFG Brand Name', 'Rheem EcoSense'), ('Minimum Activation Rate (gpm)', '.40'), ('Minimum Temperature (F)', '85'), ('Pilot Light', 'No'), ('Point-Of-Use', 'No'), ('Product Depth (in.)', '9.75'), ('Product Height (in.)', '27.5'), ('Product Weight (lb.)', '82'), ('Product Width (in.)', '18.5'), ('Residential/Commercial/industrial Use', 'Residential or commercial'), ('Total BTU', '157000 Btu'), ('Vent diameter (in.)', '5'), ('Vent Type', 'Single Wall'), ('Water Connection Location', 'Bottom'), ('Water Connection Size (in.)', '0.75'), ('Water Heater Features', 'Ultra LoNox,Wall Mountable')]",5,29,14,90,1,3,14,2,2,0,0,0,3,False,False,False,False,1,1,0,2
77,51989,157874,160574,Cash Acme 1 in. DCVE Double Check Valve Backflow Preventer,"check valve, one inch",2.33,160574,,"[('Bullet01', 'Includes 2 full-port, quarter turn ball valves for quick isolation of main chamber for servicing'), ('Bullet02', 'Top-entry, single access cover provides easy access and servicing for valve internals'), ('Bullet03', 'Check valve seats composed of high quality Noryl material'), ('Bullet04', 'Body and shut-off valves composed of epoxy coated ductile iron'), ('Inlet size (in.)', '1'), ('Installation', 'Above ground'), ('Irrigation System Component', 'Valve'), ('Irrigation Valve Type', 'Backflow prevention'), ('MFG Brand Name', 'Cash Acme'), ('Pressure Rating', '175'), ('Product Depth (in.)', '3.25'), ('Product Height (in.)', '5'), ('Product Length (in.)', '13'), ('Product Width (in.)', '3.25'), ('Valve Type', 'Double Check')]",4,21,10,58,1,3,9,1,2,0,0,0,1,False,False,False,False,0,0,0,2
78,52997,160862,162338,Cappuccino and Silver Metal Snack Coffee Table,snack tables,2.67,162338,,[],2,12,7,46,1,3,0,2,2,0,0,0,0,False,False,False,False,1,1,0,3
79,53190,161413,162658,Carlisle 350 lb. Black Small Fold &#39;N Go Heavy-Duty 3-Tier Collapsible Utility Cart and Portable Service Transport,service cart,3.0,162658,,"[('Assembled Depth (in.)', '29.50 in'), ('Assembled Height (in.)', '35.75 in'), ('Assembled Width (in.)', '16.00 in'), ('Bullet01', 'Folds in seconds with a single, easy motion to a 9-inch easy to store profile'), ('Bullet02', '350 lb. capacity, 3 shelves, 116 lbs. per shelf'), ('Bullet03', 'Solid aluminum legs, lock tight bolts, reinforced castors, and thick Polyethylene construction'), ('Bullet04', 'Ergonomic handles'), ('Bullet05', 'Ships fully assembled, no tools required'), ('MFG Brand Name', 'Carlisle')]",2,12,17,117,1,3,8,2,2,0,0,0,0,False,False,False,False,0,0,0,8
80,53425,162086,163062,Hunter Holden 44 in. New Bronze Ceiling Fan,holden,1.33,163062,,[],1,6,8,43,1,3,0,1,1,0,0,0,0,False,False,False,False,0,0,1,8
81,56257,170290,168150,Eco Vessel 24 oz. Boulder Triple Insulated Bottle with Screw Cap - Golden Glow (Metallic),husky insulated bottle,2.67,168150,,"[('Accessory Type', 'Other'), ('Bullet01', 'TriMax triple insulation keep beverages cold for 36 hours and hot for 8 hours'), ('Bullet02', 'Premium 18/8 stainless steel and includes stainless steel strainer for tea, fruit, or ice'), ('Bullet03', 'Dual use leak proof top with small and wide openings'), ('Bullet04', 'Slim profile fits most cup-holders and includes carrying strap'), ('Bullet05', '1% donated to water for people through 1% for the planet'), ('MFG Brand Name', 'Eco Vessel'), ('Product Depth (in.)', '3'), ('Product Height (in.)', '11.25'), ('Product Weight (lb.)', '.84375'), ('Product Width (in.)', '3')]",3,22,15,89,1,3,10,2,1,0,0,0,1,False,False,False,False,0,0,0,5
82,56869,171999,169254,Amerelle Nouveau Ceramic 1 Duplex Wall Plate - White,white ceramic outlet plates,2.67,169254,,"[('Application Type', 'Outlet Plate'), ('Bullet01', '1 Gang wall plate covers a duplex receptacle'), ('Bullet02', 'Ceramic construction'), ('Bullet03', 'Includes matching screws'), ('Bullet04', 'UL listed'), ('Certifications and Listings', 'No Certifications or Listings'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Electrical Product Type', 'Wall Plate'), ('Included', 'Screws'), ('MFG Brand Name', 'Amerelle'), ('Number of Gangs', '1'), ('Product Depth (in.)', '0.31'), ('Product Height (in.)', '7.5'), ('Product Width (in.)', '3.75 in'), ('Shape', 'Rectangle'), ('Wall Plate Configuration', 'Duplex Outlet'), ('Wall Plate Deco Style', 'Traditional/Classic'), ('Wall Plate Material', 'Plastic')]",4,27,9,52,1,3,8,3,3,0,0,0,2,False,False,False,False,1,1,0,2
83,58505,176821,172394,Vigo Glass Vessel Sink in Amber Sunset with Waterfall Faucet Set in Oil Rubbed Bronze,bath sunk,1.67,172394,,"[('Basin Depth (in.)', '5.5'), ('Basin Length (in.)', '16.5'), ('Basin Width (in.)', '16.5'), ('Bullet01', 'Vigo finishes resist corrosion and tarnishing, exceeding industry durability standards'), ('Bullet02', 'High-quality ceramic disc cartridge ensures maintenance free use'), ('Bullet03', 'Water pressure tested for industry standard and 2.2 GPM flow rate'), ('Bullet04', 'All mounting hardware and hot/cold waterlines included'), ('Bullet05', 'Standard US plumbing 3/8 in. connections'), ('Bullet06', 'Includes solid brass pop-up drain and solid brass mounting ring, both in matching finish'), ('Bullet07', 'Vigo glass vessel bowl and waterfall faucet set is cUPC, and NSF-61 certified by IAPMO, ADA compliant'), ('Bullet08', ""Oil rubbed bronze finish is exclusive to Vigo and may not directly match other manufacturer's similarly named finishes""), ('Color Family', 'Brown'), ('Color/Finish', 'Amber Sunset'), ('Drain Included', 'Yes'), ('Inner bowl front to back length (in.)', '16.5'), ('Inner bowl side to side width (in.)', '16.5'), ('Material', 'Glass'), ('MFG Brand Name', 'Vigo'), ('Product Weight (lb.)', '22.50 lb'), ('Shape', 'Round')]",2,9,15,85,1,3,4,0,0,0,0,0,0,False,False,False,False,0,0,0,7
84,60359,182214,176060,Rheem 12 in. x 20 in. x 1 in. Basic Household Pleated Air Filter,rheem air conditions,2.0,176060,,"[('Actual Product Depth (in.)', '0.75'), ('Actual Product Height (in.)', '19.75'), ('Actual Product Width (in.)', '11.75'), ('Air Filter Depth (in.)', '1'), ('Air Filter Features', 'Filters Dust Mites,Filters Dust/Lint,Filters Pet Dander,Filters Pollen,Pleated'), ('Air Filter Height (in.)', '20'), ('Air Filter Size', '10 in. x 20 in.'), ('Air Filter Type', 'Non-Electrostatic'), ('Air Filter Width (in.)', '12'), ('Bullet01', 'Lasts up to 90 days'), ('Bullet02', 'Keeps equipment clean for efficient operation'), ('Bullet03', 'Catches small particles that other filters miss'), ('Bullet04', 'Good upgrade from ordinary spun glass furnace filters'), ('Filter Frame Material', 'Cardboard'), ('Filter Material', 'Proprietary'), ('Filter Performance Rating (FPR)', '4-5 - Good'), ('Longevity (months)', '3'), ('MERV Rating (Minimum Efficiency Reporting Value)', '8'), ('MFG Brand Name', 'Rheem'), ('Product Thickness (in.)', '1')]",3,20,14,64,1,3,5,2,1,0,0,1,0,False,False,False,False,0,0,0,4
85,61387,185229,178175,Bull Outdoor Products 5-Burner Built-In Stainless Steel Propane Gas Grill,5 burnerner brikman gas grill,2.33,178175,,"[('Assembled Depth (in.)', '42 in'), ('Assembled Height (in.)', '24 in'), ('Assembled Width (in.)', '27 in'), ('Bullet01', ""5-Burner 75,000 BTU's""), ('Bullet02', '304 stainless steel hood and control panel'), ('Bullet03', 'Solid stainless steel grates'), ('Bullet04', 'Piezo igniters on every valve'), ('Bullet05', 'Pre-assembled'), ('Certifications and Listings', '1-UL Listed,CSA Listed'), ('Cooking space (sq. in.)', '1026'), ('Grate Material', 'Stainless Steel'), ('Grill Assembly', 'Pre-Assembled'), ('Grill Color Family', 'Stainless'), ('Grill Features', 'Warming Rack'), ('Grill Grate Material', 'Stainless Steel'), ('Grill Material', 'Stainless Steel'), ('Grill/Smoker Fuel Type', 'Propane'), ('Ignition Type', 'Piezo'), ('MFG Brand Name', 'Bull Outdoor Products'), ('Number of Burners', '5'), ('Outdoor Living Product Type', 'Built-in Grills'), ('Product Weight (lb.)', '182.6')]",5,29,10,73,1,3,21,2,2,0,0,0,0,False,False,False,False,1,1,0,2
86,62020,187052,179459,Salsbury Industries 8100 Series 36 in. W x 90 in. H x 60 in. D 1-Tier Bulk Storage Locker Starter in Aluminum,outdoord storage locker,2.67,179459,,"[('Bullet01', 'Single tier storage locker starter units include one single tier door with a padlock hasp and two (2) side panels'), ('Bullet02', '2-tier storage locker starter units include two (2) padlock hasps, two (2) side panels and one shelf'), ('Bullet03', 'Add-on are available as options'), ('Bullet04', 'All units are delivered unassembled'), ('Material', 'Aluminum'), ('MFG Brand Name', 'Salsbury Industries'), ('Product Depth (in.)', '60'), ('Product Height (in.)', '90'), ('Product Width (in.)', '36')]",3,23,22,109,1,3,19,2,2,0,0,0,4,False,False,False,False,0,0,0,7
87,62038,187111,179505,Ekena Millwork 1 in. x 60 in. x 6 in. Polyurethane Crosshead Moulding with Deco Keystone,1.5 ft window,1.0,179505,,"[('Application', 'Door & Window'), ('Bullet01', 'Eye-catching style for your door or windows'), ('Bullet02', 'Lightweight and easy to install'), ('Bullet03', 'Low maintenance product'), ('Bullet04', 'An answer for both indoor and outdoor applications'), ('Bullet05', 'Optional trim to add further depth and personality'), ('Bullet06', 'Add pilasters and pediments for an extraordinary look'), ('Color Family', 'White'), ('Flexible', 'No'), ('Interior/Exterior', 'Interior/Exterior'), ('Kits', 'No'), ('Material', 'Polyurethane'), ('MFG Brand Name', 'Ekena Millwork'), ('Moisture Resistant', 'Yes'), ('Moulding Features', 'Moisture Resistant,Rot Resistant,Termite Resistant'), ('Moulding Type', 'Crosshead'), ('Paintable/Stainable', 'Yes'), ('Pattern Number', '526267'), ('Prefinished', 'No'), ('Pro Pack', 'No'), ('Product Depth (in.)', '1'), ('Product Height (in.)', '6'), ('Product Length (in.)', '6'), ('Product Width (in.)', '60'), ('Rot Resistant', 'Yes'), ('Sell Pack Options', 'Single Item'), ('Termite Resistant', 'Yes')]",3,13,16,88,1,3,14,0,0,0,0,0,1,False,False,False,False,0,0,0,5
88,62569,188664,180612,Husky Ratcheting Screwdriver Set (51-Piece),screw driver set 49.99,2.67,180612,,[],4,22,5,43,1,3,0,1,0,0,0,0,0,False,False,False,False,0,0,0,1
89,62676,188974,180829,Atlantic Media Living 20 Colored Blue Red Yellow and Green CD Music Sleeves-DISCONTINUED,expanding plastic sleeves for scews,2.0,180829,,"[('Assembled Depth (in.)', '.5 in'), ('Assembled Height (in.)', '7 in'), ('Assembled Width (in.)', '5.25 in'), ('Assembly Required', 'No'), ('Bullet01', 'Stores and protects 20 discs'), ('Bullet02', 'Store 4 discs in the same space as one CD case'), ('Bullet03', 'Store cover art with CD for easy identification'), ('Bullet04', '5 each of four colors: blue, red, yellow, green'), ('Bullet05', 'Contents not included'), ('Collection Name', 'None'), ('Color Family', '.Combination Pack'), ('Color/Finish', 'Combination Pack'), ('Color/Finish Family', 'Multi-Colored'), ('Finish', 'Combination Pack'), ('Finish Family', '.Combination Pack'), ('Frame Material', 'Plastic'), ('Hardware Included', 'Yes'), ('Material', 'Plastic'), ('Media Accommodated', 'Multi-Purpose'), ('MFG Brand Name', 'Atlantic'), ('Number of Doors', '0'), ('Number of Drawers', '0'), ('Number of Shelves', '0'), ('Product Depth (in.)', '.5'), ('Product Height (in.)', '7'), ('Product Weight (lb.)', '.25'), ('Product Width (in.)', '5.25'), ('Storage Capacity (cu. ft.)', '0'), ('Weight Capacity (lb.)', '0')]",5,35,13,88,1,3,8,0,0,0,0,0,0,False,False,False,False,0,0,0,2
90,64180,193315,183934,4 in. Surface Mount Side Mirror Kit for 34 in. Medicine Cabinet,corner hanging medicine cabinet,2.33,183934,,"[('Accessory or kit type', 'Medicine Cabinet Side Kit'), ('Attached shelf', 'No'), ('Bullet01', 'Side mirror surface mount allows for installation of medicine cabinet without cutting a hole in the wall keeping your bathroom intact'), ('Bullet02', 'Polished edges give your medicine cabinet an elegant and finished look'), ('Bullet03', 'Side mirror kit conceals all mounting hardware to give your medicine cabinet a clean installation'), ('Bullet04', 'Mirrors seamlessly integrate with existing NuTone medicine cabinets to create a cohesive design'), ('Bullet05', 'Two 34 in. x 4 in. mirrors give complete, flawless coverage to surface mounted medicine cabinets'), ('Bullet06', 'Kit includes necessary mounting hardware and instructions for a quick and easy installation'), ('Hardware Included', 'Yes'), ('Light', 'No'), ('Magnifying', 'No'), ('Material', 'Metal'), ('MFG Brand Name', 'Unbranded'), ('Mirror type', 'Single'), ('Mount Location', 'Wall'), ('Product Depth (in.)', '0.75'), ('Product Height (in.)', '34'), ('Product Width (in.)', '4'), ('Telescoping', 'No')]",4,31,12,63,1,3,9,2,2,0,0,0,10,False,False,False,False,1,1,0,3
91,64533,194348,184710,Forney 5/32 in. E6013 Welding Rod 10 lb.,silver welding rods,2.67,184710,,[],3,19,8,40,1,3,0,2,1,0,0,0,0,False,False,False,False,0,0,0,2
92,66136,198920,188152,Daltile Heathland White Rock 4 in. x 4 in. Glazed Ceramic Bullnose Wall Tile,white glazed 4 tilw,3.0,188152,,"[('Approximate Tile Size', '4x4'), ('Break Strength (lb.)', '150 lb'), ('Bullet01', '0.125 square feet per piece, sold by the each, 0.38 lb per piece'), ('Bullet02', 'Grade 1, first-quality ceramic tile for wall, countertop and backsplash use'), ('Bullet03', '4 in. length x 4 in. width x 5/16 in. thick'), ('Bullet04', 'Glazed smooth finish with low sheen and moderate variation in tone'), ('Bullet05', 'P.E.I. Rating 0 is suitable for walls and residential use only'), ('Bullet06', 'Non-Vitreous flooring has water absorption of more than 7% for indoor use'), ('Bullet07', 'C.O.F. greater than .50 is recommended for standard residential applications and is marginally skid resistant. Indoor use'), ('Bullet08', 'Not frost resistant'), ('Bullet09', 'Residential and commercial use'), ('Bullet11', 'Don\xe2\x80\x99t forget your coordinating trim pieces, grout, backerboard, thinset and installation tools'), ('Bullet12', 'All online orders for this item ship via parcel ground and may arrive in multiple boxes'), ('Bullet13', 'It is recommended you purchase a minimum of 10% overage to account for design cuts and patterns'), ('Color Family', 'Beige / Cream'), ('Color/Finish', 'Beige / Cream'), ('Commercial / Residential', 'Commercial / Residential'), ('Exact Dry SCOF Rating', '.6'), ('Exact Wet SCOF Rating', '.5'), ('Flooring Product Type', 'Ceramic Tile'), ('Glazed', 'Yes'), ('Indoor/Outdoor', 'Indoor'), ('MFG Brand Name', 'Daltile'), ('Mosaic Sub Unit Length (in.)', 'Not a mosaic'), ('Mosaic Sub Unit Width (in.)', 'Not a mosaic'), ('Number of Tiles per Case', '1'), ('Product Length (in.)', '4.0 in'), ('Product Thickness (mm)', '8'), ('Product Width (in.)', '4.0 in'), ('Style Type', 'Rustic'), ('Suggested Grout Line Size', '1/16'), ('Tile Features', 'Chemical Resistant,Glazed'), ('Tile Finish', 'Matte'), ('Tile Material', 'Ceramic'), ('Tile Use', 'Accent Wall,Backsplash,Bath Wall,Shower Wall')]",4,19,14,76,1,3,7,3,1,0,0,0,2,False,False,True,False,0,0,0,3
93,66474,199881,188905,DEWALT 6-1/2 in. x 1/8 in. x 5/8 in. Diamond Drive Masonry Cutting Wheel,diamond tipped masonry cutting wheel,3.0,188905,,"[('Blade Diameter', '6.5 in'), ('Bullet01', 'Premium silicon carbide grain for long life and fast cutting'), ('Bullet02', 'Proprietary material mix ensures durable long life wheels'), ('Bullet03', '2 Full sheets of fiberglass for durability and safety'), ('Bullet04', 'Diamond knockout arbor for use with worm drive saws'), ('Color Family', 'Black'), ('Material Cut', 'Cement'), ('MFG Brand Name', 'DEWALT'), ('Number in Package', '25'), ('Power Tool Accessory Type', 'Specialty Blade'), ('Power Tool Product Type', 'Power Tool Accessory'), ('Product Depth (in.)', '6.5'), ('Product Height (in.)', '0.125'), ('Product Width (in.)', '6.5'), ('Saw Blade Material', 'Carbide'), ('Specialty Blade Type', 'Circular'), ('Tools Product Type', 'Power Tool')]",5,36,14,72,1,3,6,4,3,0,0,0,3,False,False,False,False,1,1,0,2
